ensembleDescription,k,dataset,errorRate,timeTaken
Decision Tree-Extra Tree-Passive Aggressive-Nearest Neighbors-Gradient Boosting,5,helena,0.75605,1803.3576249999999
Decision Tree-Extra Tree-Passive Aggressive-Nearest Neighbors-Random Forest (10 estimators),5,helena,0.76085,1478.367125
Decision Tree-Extra Tree-Passive Aggressive-Perceptron,4,helena,0.8287500000000001,103.714875
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-BernoulliNB,5,helena,0.8031,97.43537500000001
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Extra Trees,5,helena,0.74475,411.496625
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Gradient Boosting,5,helena,0.7640999999999999,480.6325
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Linear Discriminant,5,helena,0.7604500000000001,102.99962500000001
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron,5,helena,0.7519499999999999,114.24962500000001
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Nearest Neighbors,5,helena,0.8062500000000001,1387.1685
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Quadratic Discriminant,5,helena,0.77215,143.5005
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Random Forest (10 estimators),5,helena,0.76805,137.63125
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-Ridge,5,helena,0.787,99.21375
Decision Tree-Extra Tree-Passive Aggressive-Perceptron-SGD,5,helena,0.8164,105.63150000000002
Decision Tree-Extra Tree-Passive Aggressive-Quadratic Discriminant,4,helena,0.7745,148.25050000000002
Decision Tree-Extra Tree-Passive Aggressive-Quadratic Discriminant-BernoulliNB,5,helena,0.7578500000000001,152.949
Decision Tree-Extra Tree-Passive Aggressive-Quadratic Discriminant-Extra Trees,5,helena,0.7081999999999999,463.36575000000005
Decision Tree-Extra Tree-Passive Aggressive-Quadratic Discriminant-Gradient Boosting,5,helena,0.7239,505.6638750000001
Decision Tree-Extra Tree-Passive Aggressive-Quadratic Discriminant-Nearest Neighbors,5,helena,0.7636000000000001,1436.9812500000003
Decision Tree-Extra Tree-Passive Aggressive-Quadratic Discriminant-Random Forest (10 estimators),5,helena,0.7323000000000001,175.251375
Decision Tree-Extra Tree-Passive Aggressive-Random Forest (10 estimators),4,helena,0.77125,149.24812500000002
Decision Tree-Extra Tree-Passive Aggressive-Random Forest (10 estimators)-Gradient Boosting,5,helena,0.7254499999999999,509.22350000000006
Decision Tree-Extra Tree-Passive Aggressive-Ridge,4,helena,0.7867999999999999,102.13599999999998
Decision Tree-Extra Tree-Passive Aggressive-Ridge-BernoulliNB,5,helena,0.76975,103.12474999999999
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Extra Trees,5,helena,0.7169,400.835625
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Gradient Boosting,5,helena,0.73435,472.143375
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Linear Discriminant,5,helena,0.7312500000000001,102.74975
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Multi-layer Perceptron,5,helena,0.7219,109.9005
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Nearest Neighbors,5,helena,0.7729,1398.021125
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Quadratic Discriminant,5,helena,0.7414000000000001,146.62550000000002
Decision Tree-Extra Tree-Passive Aggressive-Ridge-Random Forest (10 estimators),5,helena,0.7415499999999999,133.54537499999998
Decision Tree-Extra Tree-Passive Aggressive-Ridge-SGD,5,helena,0.7798499999999999,104.12750000000001
Decision Tree-Extra Tree-Passive Aggressive-SGD,4,helena,0.8246000000000001,107.37462500000001
Decision Tree-Extra Tree-Passive Aggressive-SGD-BernoulliNB,5,helena,0.79915,97.07275000000001
Decision Tree-Extra Tree-Passive Aggressive-SGD-Extra Trees,5,helena,0.7385499999999999,409.57050000000004
Decision Tree-Extra Tree-Passive Aggressive-SGD-Gradient Boosting,5,helena,0.75915,490.72437499999995
Decision Tree-Extra Tree-Passive Aggressive-SGD-Linear Discriminant,5,helena,0.7564,108.51275000000001
Decision Tree-Extra Tree-Passive Aggressive-SGD-Multi-layer Perceptron,5,helena,0.7473,112.93275000000001
Decision Tree-Extra Tree-Passive Aggressive-SGD-Nearest Neighbors,5,helena,0.7990999999999999,1410.1191250000002
Decision Tree-Extra Tree-Passive Aggressive-SGD-Quadratic Discriminant,5,helena,0.7659,140.851625
Decision Tree-Extra Tree-Passive Aggressive-SGD-Random Forest (10 estimators),5,helena,0.7638,147.97599999999997
Decision Tree-Extra Tree-Perceptron,3,helena,0.8173,106.12549999999999
