ensembleDescription,k,dataset,errorRate,timeTaken
Decision Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron-Extra Trees,5,MiniBooNE,0.08692,188.11740000000003
Decision Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron-Gradient Boosting,5,MiniBooNE,0.0862,102.0557
Decision Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron-Linear Discriminant,5,MiniBooNE,0.09512000000000001,98.42460000000001
Decision Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron-Nearest Neighbors,5,MiniBooNE,0.10087999999999997,1629.5914
Decision Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron-Quadratic Discriminant,5,MiniBooNE,0.10955999999999999,93.4016
Decision Tree-Passive Aggressive-Perceptron-Multi-layer Perceptron-Random Forest (10 estimators),5,MiniBooNE,0.0906,109.08890000000001
Decision Tree-Passive Aggressive-Perceptron-Nearest Neighbors,4,MiniBooNE,0.12516,1600.1062
Decision Tree-Passive Aggressive-Perceptron-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.09504000000000001,1691.4633000000001
Decision Tree-Passive Aggressive-Perceptron-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.09328,1699.1479000000004
Decision Tree-Passive Aggressive-Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.09832,1652.1653999999999
Decision Tree-Passive Aggressive-Perceptron-Quadratic Discriminant,4,MiniBooNE,0.13344,99.4789
Decision Tree-Passive Aggressive-Perceptron-Quadratic Discriminant-BernoulliNB,5,MiniBooNE,0.13704,98.49539999999999
Decision Tree-Passive Aggressive-Perceptron-Quadratic Discriminant-Extra Trees,5,MiniBooNE,0.10299999999999998,193.9205
Decision Tree-Passive Aggressive-Perceptron-Quadratic Discriminant-Gradient Boosting,5,MiniBooNE,0.10128000000000001,99.85090000000001
Decision Tree-Passive Aggressive-Perceptron-Quadratic Discriminant-Nearest Neighbors,5,MiniBooNE,0.11764,1641.5631
Decision Tree-Passive Aggressive-Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.10764,105.3006
Decision Tree-Passive Aggressive-Perceptron-Random Forest (10 estimators),4,MiniBooNE,0.11512,104.51769999999999
Decision Tree-Passive Aggressive-Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.08456000000000001,108.747
Decision Tree-Passive Aggressive-Perceptron-Ridge,4,MiniBooNE,0.11976,92.00399999999999
Decision Tree-Passive Aggressive-Perceptron-Ridge-BernoulliNB,5,MiniBooNE,0.11900000000000002,93.52340000000001
Decision Tree-Passive Aggressive-Perceptron-Ridge-Extra Trees,5,MiniBooNE,0.0908,181.3951
Decision Tree-Passive Aggressive-Perceptron-Ridge-Gradient Boosting,5,MiniBooNE,0.09043999999999999,98.9469
Decision Tree-Passive Aggressive-Perceptron-Ridge-Linear Discriminant,5,MiniBooNE,0.09816,95.78739999999998
Decision Tree-Passive Aggressive-Perceptron-Ridge-Multi-layer Perceptron,5,MiniBooNE,0.09536000000000001,93.66190000000002
Decision Tree-Passive Aggressive-Perceptron-Ridge-Nearest Neighbors,5,MiniBooNE,0.10264,1602.7887999999998
Decision Tree-Passive Aggressive-Perceptron-Ridge-Quadratic Discriminant,5,MiniBooNE,0.11172,94.6511
Decision Tree-Passive Aggressive-Perceptron-Ridge-Random Forest (10 estimators),5,MiniBooNE,0.09432,99.4034
Decision Tree-Passive Aggressive-Perceptron-Ridge-SGD,5,MiniBooNE,0.1322,92.65720000000002
Decision Tree-Passive Aggressive-Perceptron-SGD,4,MiniBooNE,0.17543999999999998,94.7964
Decision Tree-Passive Aggressive-Perceptron-SGD-BernoulliNB,5,MiniBooNE,0.16312000000000001,103.44890000000001
Decision Tree-Passive Aggressive-Perceptron-SGD-Extra Trees,5,MiniBooNE,0.12628,182.7827
Decision Tree-Passive Aggressive-Perceptron-SGD-Gradient Boosting,5,MiniBooNE,0.12451999999999999,101.2299
Decision Tree-Passive Aggressive-Perceptron-SGD-Linear Discriminant,5,MiniBooNE,0.13204,93.0037
Decision Tree-Passive Aggressive-Perceptron-SGD-Multi-layer Perceptron,5,MiniBooNE,0.1298,92.5097
Decision Tree-Passive Aggressive-Perceptron-SGD-Nearest Neighbors,5,MiniBooNE,0.13899999999999996,1637.8119999999997
Decision Tree-Passive Aggressive-Perceptron-SGD-Quadratic Discriminant,5,MiniBooNE,0.14836,104.44949999999999
Decision Tree-Passive Aggressive-Perceptron-SGD-Random Forest (10 estimators),5,MiniBooNE,0.12935999999999998,99.4994
Decision Tree-Passive Aggressive-Quadratic Discriminant,3,MiniBooNE,0.148,108.2159
Decision Tree-Passive Aggressive-Quadratic Discriminant-BernoulliNB,4,MiniBooNE,0.12668000000000001,106.5916
Decision Tree-Passive Aggressive-Quadratic Discriminant-BernoulliNB-Extra Trees,5,MiniBooNE,0.10364000000000002,188.4083
Decision Tree-Passive Aggressive-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,MiniBooNE,0.10115999999999999,104.82159999999999
Decision Tree-Passive Aggressive-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,MiniBooNE,0.11455999999999997,1644.4825
Decision Tree-Passive Aggressive-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,MiniBooNE,0.10688,102.8021
Decision Tree-Passive Aggressive-Quadratic Discriminant-Extra Trees,4,MiniBooNE,0.0864,192.8906
Decision Tree-Passive Aggressive-Quadratic Discriminant-Extra Trees-Gradient Boosting,5,MiniBooNE,0.07844000000000001,195.44170000000003
Decision Tree-Passive Aggressive-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.0814,197.1089
Decision Tree-Passive Aggressive-Quadratic Discriminant-Gradient Boosting,4,MiniBooNE,0.08403999999999999,102.2261
Decision Tree-Passive Aggressive-Quadratic Discriminant-Nearest Neighbors,4,MiniBooNE,0.10276,1714.0269999999996
Decision Tree-Passive Aggressive-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.08847999999999999,1736.4572
Decision Tree-Passive Aggressive-Quadratic Discriminant-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.08724,1665.6742
Decision Tree-Passive Aggressive-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.09151999999999999,1646.0814999999998
Decision Tree-Passive Aggressive-Quadratic Discriminant-Random Forest (10 estimators),4,MiniBooNE,0.09136000000000001,106.1795
Decision Tree-Passive Aggressive-Quadratic Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.08052,114.41760000000002
Decision Tree-Passive Aggressive-Random Forest (10 estimators),3,MiniBooNE,0.09292,100.226
Decision Tree-Passive Aggressive-Random Forest (10 estimators)-Gradient Boosting,4,MiniBooNE,0.08404,109.17819999999999
Decision Tree-Passive Aggressive-Ridge,3,MiniBooNE,0.09992000000000001,97.75909999999999
Decision Tree-Passive Aggressive-Ridge-BernoulliNB,4,MiniBooNE,0.11343999999999999,96.3131
Decision Tree-Passive Aggressive-Ridge-BernoulliNB-Extra Trees,5,MiniBooNE,0.09024,257.43690000000004
Decision Tree-Passive Aggressive-Ridge-BernoulliNB-Gradient Boosting,5,MiniBooNE,0.08947999999999999,114.1211
Decision Tree-Passive Aggressive-Ridge-BernoulliNB-Nearest Neighbors,5,MiniBooNE,0.10068000000000002,1660.2675000000004
Decision Tree-Passive Aggressive-Ridge-BernoulliNB-Random Forest (10 estimators),5,MiniBooNE,0.09344,110.3585
Decision Tree-Passive Aggressive-Ridge-Extra Trees,4,MiniBooNE,0.09011999999999999,198.1057
Decision Tree-Passive Aggressive-Ridge-Extra Trees-Gradient Boosting,5,MiniBooNE,0.07727999999999999,193.4172
Decision Tree-Passive Aggressive-Ridge-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.08036,197.0075
Decision Tree-Passive Aggressive-Ridge-Gradient Boosting,4,MiniBooNE,0.08892,101.41690000000001
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant,4,MiniBooNE,0.09827999999999999,91.5759
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant-BernoulliNB,5,MiniBooNE,0.09828,95.75949999999999
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant-Extra Trees,5,MiniBooNE,0.0892,186.23899999999998
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant-Gradient Boosting,5,MiniBooNE,0.08924,112.1517
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant-Nearest Neighbors,5,MiniBooNE,0.09352000000000002,1660.7995999999998
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant-Quadratic Discriminant,5,MiniBooNE,0.09572,96.4503
Decision Tree-Passive Aggressive-Ridge-Linear Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.09087999999999999,105.41869999999999
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron,4,MiniBooNE,0.09471999999999998,93.3318
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-BernoulliNB,5,MiniBooNE,0.09464,90.5915
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-Extra Trees,5,MiniBooNE,0.08164,189.3768
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-Gradient Boosting,5,MiniBooNE,0.08092,100.24949999999998
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-Linear Discriminant,5,MiniBooNE,0.09176000000000001,98.2936
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-Nearest Neighbors,5,MiniBooNE,0.08724000000000001,1629.7008999999998
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-Quadratic Discriminant,5,MiniBooNE,0.09096,98.90419999999999
Decision Tree-Passive Aggressive-Ridge-Multi-layer Perceptron-Random Forest (10 estimators),5,MiniBooNE,0.08339999999999999,101.81379999999999
Decision Tree-Passive Aggressive-Ridge-Nearest Neighbors,4,MiniBooNE,0.10184,1656.7967
Decision Tree-Passive Aggressive-Ridge-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.08456,1722.2626000000005
Decision Tree-Passive Aggressive-Ridge-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.08288000000000001,1671.9335999999998
Decision Tree-Passive Aggressive-Ridge-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.08780000000000002,1708.8148999999999
Decision Tree-Passive Aggressive-Ridge-Quadratic Discriminant,4,MiniBooNE,0.09756000000000001,95.9082
Decision Tree-Passive Aggressive-Ridge-Quadratic Discriminant-BernoulliNB,5,MiniBooNE,0.11184000000000001,96.2678
Decision Tree-Passive Aggressive-Ridge-Quadratic Discriminant-Extra Trees,5,MiniBooNE,0.08608,187.9703
Decision Tree-Passive Aggressive-Ridge-Quadratic Discriminant-Gradient Boosting,5,MiniBooNE,0.08432,102.82860000000001
Decision Tree-Passive Aggressive-Ridge-Quadratic Discriminant-Nearest Neighbors,5,MiniBooNE,0.095,1661.4701
Decision Tree-Passive Aggressive-Ridge-Quadratic Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.08824,100.9212
Decision Tree-Passive Aggressive-Ridge-Random Forest (10 estimators),4,MiniBooNE,0.09431999999999999,104.9032
Decision Tree-Passive Aggressive-Ridge-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.0796,108.19309999999999
Decision Tree-Passive Aggressive-Ridge-SGD,4,MiniBooNE,0.11168,94.3883
Decision Tree-Passive Aggressive-Ridge-SGD-BernoulliNB,5,MiniBooNE,0.11576,93.0546
Decision Tree-Passive Aggressive-Ridge-SGD-Extra Trees,5,MiniBooNE,0.0904,180.9507
Decision Tree-Passive Aggressive-Ridge-SGD-Gradient Boosting,5,MiniBooNE,0.08976,101.3655
Decision Tree-Passive Aggressive-Ridge-SGD-Linear Discriminant,5,MiniBooNE,0.09808000000000001,92.33779999999999
Decision Tree-Passive Aggressive-Ridge-SGD-Multi-layer Perceptron,5,MiniBooNE,0.09532,95.57430000000001
Decision Tree-Passive Aggressive-Ridge-SGD-Nearest Neighbors,5,MiniBooNE,0.1016,1627.3938000000003
Decision Tree-Passive Aggressive-Ridge-SGD-Quadratic Discriminant,5,MiniBooNE,0.11196000000000002,98.8407
Decision Tree-Passive Aggressive-Ridge-SGD-Random Forest (10 estimators),5,MiniBooNE,0.09280000000000001,104.05300000000003
Decision Tree-Passive Aggressive-SGD,3,MiniBooNE,0.13876,93.044
Decision Tree-Passive Aggressive-SGD-BernoulliNB,4,MiniBooNE,0.14588,98.19129999999998
Decision Tree-Passive Aggressive-SGD-BernoulliNB-Extra Trees,5,MiniBooNE,0.10815999999999999,190.2896
Decision Tree-Passive Aggressive-SGD-BernoulliNB-Gradient Boosting,5,MiniBooNE,0.10584,103.79850000000002
Decision Tree-Passive Aggressive-SGD-BernoulliNB-Nearest Neighbors,5,MiniBooNE,0.12108,1690.8781
Decision Tree-Passive Aggressive-SGD-BernoulliNB-Random Forest (10 estimators),5,MiniBooNE,0.11228,106.7536
Decision Tree-Passive Aggressive-SGD-Extra Trees,4,MiniBooNE,0.10335999999999998,188.259
Decision Tree-Passive Aggressive-SGD-Extra Trees-Gradient Boosting,5,MiniBooNE,0.08056,193.9641
Decision Tree-Passive Aggressive-SGD-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.08492000000000001,197.83859999999999
Decision Tree-Passive Aggressive-SGD-Gradient Boosting,4,MiniBooNE,0.10092000000000001,97.4866
Decision Tree-Passive Aggressive-SGD-Linear Discriminant,4,MiniBooNE,0.11139999999999999,94.55239999999999
Decision Tree-Passive Aggressive-SGD-Linear Discriminant-BernoulliNB,5,MiniBooNE,0.11528000000000001,96.7601
Decision Tree-Passive Aggressive-SGD-Linear Discriminant-Extra Trees,5,MiniBooNE,0.09044,188.9765
Decision Tree-Passive Aggressive-SGD-Linear Discriminant-Gradient Boosting,5,MiniBooNE,0.08975999999999999,108.8457
Decision Tree-Passive Aggressive-SGD-Linear Discriminant-Nearest Neighbors,5,MiniBooNE,0.1016,1661.7571000000003
Decision Tree-Passive Aggressive-SGD-Linear Discriminant-Quadratic Discriminant,5,MiniBooNE,0.11216,95.3505
Decision Tree-Passive Aggressive-SGD-Linear Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.09304000000000001,104.11120000000001
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron,4,MiniBooNE,0.1078,99.9952
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-BernoulliNB,5,MiniBooNE,0.11244000000000001,100.6411
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-Extra Trees,5,MiniBooNE,0.08643999999999999,187.6662
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-Gradient Boosting,5,MiniBooNE,0.08571999999999999,101.00789999999998
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-Linear Discriminant,5,MiniBooNE,0.09524,100.9008
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-Nearest Neighbors,5,MiniBooNE,0.09955999999999998,1629.4922
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-Quadratic Discriminant,5,MiniBooNE,0.11088,105.41009999999999
Decision Tree-Passive Aggressive-SGD-Multi-layer Perceptron-Random Forest (10 estimators),5,MiniBooNE,0.08951999999999999,98.6498
Decision Tree-Passive Aggressive-SGD-Nearest Neighbors,4,MiniBooNE,0.11788000000000001,1666.7025999999998
Decision Tree-Passive Aggressive-SGD-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.09363999999999999,1748.4796999999999
Decision Tree-Passive Aggressive-SGD-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.09160000000000001,1699.1417000000001
Decision Tree-Passive Aggressive-SGD-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.09672,1631.2357000000002
Decision Tree-Passive Aggressive-SGD-Quadratic Discriminant,4,MiniBooNE,0.12572,95.25999999999999
Decision Tree-Passive Aggressive-SGD-Quadratic Discriminant-BernoulliNB,5,MiniBooNE,0.13736,100.82329999999999
Decision Tree-Passive Aggressive-SGD-Quadratic Discriminant-Extra Trees,5,MiniBooNE,0.10452000000000002,203.4299
Decision Tree-Passive Aggressive-SGD-Quadratic Discriminant-Gradient Boosting,5,MiniBooNE,0.10332000000000001,112.60889999999998
Decision Tree-Passive Aggressive-SGD-Quadratic Discriminant-Nearest Neighbors,5,MiniBooNE,0.11839999999999999,1675.3149999999998
Decision Tree-Passive Aggressive-SGD-Quadratic Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.10844000000000001,108.4105
Decision Tree-Passive Aggressive-SGD-Random Forest (10 estimators),4,MiniBooNE,0.10632000000000001,101.7868
Decision Tree-Passive Aggressive-SGD-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.08331999999999999,107.74330000000002
Decision Tree-Perceptron,2,MiniBooNE,0.17239999999999997,92.8742
Decision Tree-Perceptron-BernoulliNB,3,MiniBooNE,0.15372,91.9298
Decision Tree-Perceptron-BernoulliNB-Extra Trees,4,MiniBooNE,0.12632000000000002,179.44600000000003
Decision Tree-Perceptron-BernoulliNB-Extra Trees-Gradient Boosting,5,MiniBooNE,0.08347999999999998,199.04270000000002
Decision Tree-Perceptron-BernoulliNB-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.08812,196.82309999999998
Decision Tree-Perceptron-BernoulliNB-Gradient Boosting,4,MiniBooNE,0.12608000000000003,103.5453
Decision Tree-Perceptron-BernoulliNB-Nearest Neighbors,4,MiniBooNE,0.13775999999999997,1666.6816999999999
Decision Tree-Perceptron-BernoulliNB-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.096,1769.4251
Decision Tree-Perceptron-BernoulliNB-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.09359999999999999,1779.5935000000002
Decision Tree-Perceptron-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.0998,1740.1133000000002
Decision Tree-Perceptron-BernoulliNB-Random Forest (10 estimators),4,MiniBooNE,0.12916000000000002,99.18779999999998
Decision Tree-Perceptron-BernoulliNB-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.08708,111.95070000000001
Decision Tree-Perceptron-Extra Trees,3,MiniBooNE,0.09356,193.9974
Decision Tree-Perceptron-Extra Trees-Gradient Boosting,4,MiniBooNE,0.08764000000000001,194.16330000000002
Decision Tree-Perceptron-Extra Trees-Random Forest (10 estimators),4,MiniBooNE,0.09376,189.659
Decision Tree-Perceptron-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.07547999999999999,203.5793
Decision Tree-Perceptron-Gradient Boosting,3,MiniBooNE,0.09019999999999999,114.7094
Decision Tree-Perceptron-Linear Discriminant,3,MiniBooNE,0.10500000000000001,95.82930000000002
Decision Tree-Perceptron-Linear Discriminant-BernoulliNB,4,MiniBooNE,0.13348,91.96400000000001
Decision Tree-Perceptron-Linear Discriminant-BernoulliNB-Extra Trees,5,MiniBooNE,0.09236,194.4788
Decision Tree-Perceptron-Linear Discriminant-BernoulliNB-Gradient Boosting,5,MiniBooNE,0.092,105.44659999999999
Decision Tree-Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors,5,MiniBooNE,0.10424000000000003,1671.7905000000003
Decision Tree-Perceptron-Linear Discriminant-BernoulliNB-Random Forest (10 estimators),5,MiniBooNE,0.09691999999999998,105.021
Decision Tree-Perceptron-Linear Discriminant-Extra Trees,4,MiniBooNE,0.097,188.27990000000003
Decision Tree-Perceptron-Linear Discriminant-Extra Trees-Gradient Boosting,5,MiniBooNE,0.07859999999999999,186.2004
Decision Tree-Perceptron-Linear Discriminant-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.08124,194.17059999999998
Decision Tree-Perceptron-Linear Discriminant-Gradient Boosting,4,MiniBooNE,0.0958,103.01809999999998
Decision Tree-Perceptron-Linear Discriminant-Nearest Neighbors,4,MiniBooNE,0.10956000000000002,1632.0961
Decision Tree-Perceptron-Linear Discriminant-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.08552000000000001,1735.5753
Decision Tree-Perceptron-Linear Discriminant-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.08351999999999998,1674.4738999999997
Decision Tree-Perceptron-Linear Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.08896000000000001,1690.8756999999998
Decision Tree-Perceptron-Linear Discriminant-Quadratic Discriminant,4,MiniBooNE,0.1018,97.19399999999999
Decision Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-BernoulliNB,5,MiniBooNE,0.10908000000000002,95.2081
Decision Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Extra Trees,5,MiniBooNE,0.0834,184.54649999999998
Decision Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Gradient Boosting,5,MiniBooNE,0.08176,99.8
Decision Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Nearest Neighbors,5,MiniBooNE,0.0936,1655.8379
Decision Tree-Perceptron-Linear Discriminant-Quadratic Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.0866,103.846
Decision Tree-Perceptron-Linear Discriminant-Random Forest (10 estimators),4,MiniBooNE,0.10136,104.29390000000001
Decision Tree-Perceptron-Linear Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.08076,109.9934
Decision Tree-Perceptron-Multi-layer Perceptron,3,MiniBooNE,0.10039999999999998,99.22990000000001
Decision Tree-Perceptron-Multi-layer Perceptron-BernoulliNB,4,MiniBooNE,0.13212,95.9964
Decision Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Extra Trees,5,MiniBooNE,0.08815999999999999,195.5544
Decision Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,5,MiniBooNE,0.08728,105.1905
Decision Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,5,MiniBooNE,0.10024,1670.3907
Decision Tree-Perceptron-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),5,MiniBooNE,0.09296,103.43119999999999
Decision Tree-Perceptron-Multi-layer Perceptron-Extra Trees,4,MiniBooNE,0.09364,189.8219
Decision Tree-Perceptron-Multi-layer Perceptron-Extra Trees-Gradient Boosting,5,MiniBooNE,0.07528,193.8666
Decision Tree-Perceptron-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.07916,197.57139999999998
Decision Tree-Perceptron-Multi-layer Perceptron-Gradient Boosting,4,MiniBooNE,0.09040000000000001,97.80030000000001
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant,4,MiniBooNE,0.10144,96.31719999999999
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant-BernoulliNB,5,MiniBooNE,0.09748000000000002,101.5928
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant-Extra Trees,5,MiniBooNE,0.08240000000000001,201.9173
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant-Gradient Boosting,5,MiniBooNE,0.08156,114.7655
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors,5,MiniBooNE,0.08988,1666.8368000000003
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant,5,MiniBooNE,0.08811999999999999,102.2051
Decision Tree-Perceptron-Multi-layer Perceptron-Linear Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.08496,106.4616
Decision Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors,4,MiniBooNE,0.10672,1630.7948000000001
Decision Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.08404000000000002,1751.8413
Decision Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.0834,1699.7944000000002
Decision Tree-Perceptron-Multi-layer Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.08727999999999998,1728.8028000000002
Decision Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant,4,MiniBooNE,0.09672,99.36780000000002
Decision Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB,5,MiniBooNE,0.10491999999999999,104.26579999999998
Decision Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-Extra Trees,5,MiniBooNE,0.08080000000000001,198.49679999999998
Decision Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-Gradient Boosting,5,MiniBooNE,0.08080000000000001,106.15749999999998
Decision Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-Nearest Neighbors,5,MiniBooNE,0.09284,1648.4560000000001
Decision Tree-Perceptron-Multi-layer Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,MiniBooNE,0.08416000000000001,107.45450000000001
Decision Tree-Perceptron-Multi-layer Perceptron-Random Forest (10 estimators),4,MiniBooNE,0.09728,101.11059999999999
Decision Tree-Perceptron-Multi-layer Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.07824,106.8154
Decision Tree-Perceptron-Nearest Neighbors,3,MiniBooNE,0.11512000000000003,1667.1869
Decision Tree-Perceptron-Nearest Neighbors-Extra Trees,4,MiniBooNE,0.10356000000000001,1741.9437000000003
Decision Tree-Perceptron-Nearest Neighbors-Extra Trees-Gradient Boosting,5,MiniBooNE,0.07788,1748.8705000000002
Decision Tree-Perceptron-Nearest Neighbors-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.08348,1716.9985000000001
Decision Tree-Perceptron-Nearest Neighbors-Gradient Boosting,4,MiniBooNE,0.10116,1688.7388999999998
Decision Tree-Perceptron-Nearest Neighbors-Random Forest (10 estimators),4,MiniBooNE,0.10636000000000001,1675.5047999999995
Decision Tree-Perceptron-Nearest Neighbors-Random Forest (10 estimators)-Gradient Boosting,5,MiniBooNE,0.08184,1685.5080999999998
Decision Tree-Perceptron-Quadratic Discriminant,3,MiniBooNE,0.13068,97.5012
Decision Tree-Perceptron-Quadratic Discriminant-BernoulliNB,4,MiniBooNE,0.14268,104.35650000000001
Decision Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Extra Trees,5,MiniBooNE,0.0998,191.58980000000003
Decision Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,MiniBooNE,0.09716,102.518
Decision Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,MiniBooNE,0.11375999999999997,1624.5896999999998
Decision Tree-Perceptron-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,MiniBooNE,0.10488,107.62650000000001
Decision Tree-Perceptron-Quadratic Discriminant-Extra Trees,4,MiniBooNE,0.09116,189.6941
Decision Tree-Perceptron-Quadratic Discriminant-Extra Trees-Gradient Boosting,5,MiniBooNE,0.07544,204.90120000000002
Decision Tree-Perceptron-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators),5,MiniBooNE,0.08024,204.9529
Decision Tree-Perceptron-Quadratic Discriminant-Gradient Boosting,4,MiniBooNE,0.08771999999999999,105.79390000000001
Decision Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors,4,MiniBooNE,0.10876000000000001,1678.9093999999998
Decision Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,MiniBooNE,0.0854,1808.2257999999997
Decision Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors-Gradient Boosting,5,MiniBooNE,0.08424000000000001,1717.3631
Decision Tree-Perceptron-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,MiniBooNE,0.08984,1732.7989999999998
Decision Tree-Perceptron-Quadratic Discriminant-Random Forest (10 estimators),4,MiniBooNE,0.09616,110.45060000000001
