ensembleDescription,k,dataset,errorRate,timeTaken
Decision Tree-Logistic-Passive Aggressive-Quadratic Discriminant-Gradient Boosting,5,Australian,0.1579710144927536,3.6003999999999996
Decision Tree-Logistic-Passive Aggressive-Quadratic Discriminant-MultinomialNB,5,Australian,0.1826086956521739,2.3994
Decision Tree-Logistic-Passive Aggressive-Quadratic Discriminant-Nearest Neighbors,5,Australian,0.18840579710144928,6.0997
Decision Tree-Logistic-Passive Aggressive-Quadratic Discriminant-Random Forest (10 estimators),5,Australian,0.15217391304347827,4.899500000000001
Decision Tree-Logistic-Passive Aggressive-Random Forest (10 estimators),4,Australian,0.15072463768115943,4.2997
Decision Tree-Logistic-Passive Aggressive-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.14492753623188406,5.6004
Decision Tree-Logistic-Passive Aggressive-Ridge,4,Australian,0.16231884057971016,2.6012
Decision Tree-Logistic-Passive Aggressive-Ridge-BernoulliNB,5,Australian,0.14492753623188406,3.1996
Decision Tree-Logistic-Passive Aggressive-Ridge-Extra Trees,5,Australian,0.14492753623188404,16.5978
Decision Tree-Logistic-Passive Aggressive-Ridge-Gradient Boosting,5,Australian,0.15072463768115943,3.3995000000000006
Decision Tree-Logistic-Passive Aggressive-Ridge-Linear Discriminant,5,Australian,0.14637681159420288,2.2987
Decision Tree-Logistic-Passive Aggressive-Ridge-Multi-layer Perceptron,5,Australian,0.15072463768115943,2.6009
Decision Tree-Logistic-Passive Aggressive-Ridge-MultinomialNB,5,Australian,0.16811594202898553,2.9052000000000002
Decision Tree-Logistic-Passive Aggressive-Ridge-Nearest Neighbors,5,Australian,0.1594202898550725,6.3964
Decision Tree-Logistic-Passive Aggressive-Ridge-Quadratic Discriminant,5,Australian,0.16231884057971016,3.001
Decision Tree-Logistic-Passive Aggressive-Ridge-Random Forest (10 estimators),5,Australian,0.14782608695652172,4.8008
Decision Tree-Logistic-Passive Aggressive-Ridge-SGD,5,Australian,0.1492753623188406,2.7997000000000005
Decision Tree-Logistic-Passive Aggressive-SGD,4,Australian,0.16376811594202895,2.2983000000000002
Decision Tree-Logistic-Passive Aggressive-SGD-BernoulliNB,5,Australian,0.14347826086956522,3.0995000000000004
Decision Tree-Logistic-Passive Aggressive-SGD-Extra Trees,5,Australian,0.14057971014492754,16.7001
Decision Tree-Logistic-Passive Aggressive-SGD-Gradient Boosting,5,Australian,0.14782608695652172,4.0003
Decision Tree-Logistic-Passive Aggressive-SGD-Linear Discriminant,5,Australian,0.15072463768115943,3.2008
Decision Tree-Logistic-Passive Aggressive-SGD-Multi-layer Perceptron,5,Australian,0.15217391304347824,2.6999999999999997
Decision Tree-Logistic-Passive Aggressive-SGD-MultinomialNB,5,Australian,0.17536231884057968,2.7056
Decision Tree-Logistic-Passive Aggressive-SGD-Nearest Neighbors,5,Australian,0.163768115942029,6.294
Decision Tree-Logistic-Passive Aggressive-SGD-Quadratic Discriminant,5,Australian,0.16521739130434782,3.1001000000000003
Decision Tree-Logistic-Passive Aggressive-SGD-Random Forest (10 estimators),5,Australian,0.14202898550724638,5.299899999999999
Decision Tree-Logistic-Perceptron,3,Australian,0.17246376811594205,2.9114
Decision Tree-Logistic-Perceptron-BernoulliNB,4,Australian,0.15942028985507245,2.5
Decision Tree-Logistic-Perceptron-BernoulliNB-Extra Trees,5,Australian,0.13768115942028986,16.700000000000003
Decision Tree-Logistic-Perceptron-BernoulliNB-Gradient Boosting,5,Australian,0.14202898550724638,3.5141
Decision Tree-Logistic-Perceptron-BernoulliNB-MultinomialNB,5,Australian,0.16376811594202897,2.9016
Decision Tree-Logistic-Perceptron-BernoulliNB-Nearest Neighbors,5,Australian,0.15362318840579708,7.1989
Decision Tree-Logistic-Perceptron-BernoulliNB-Random Forest (10 estimators),5,Australian,0.1405797101449275,4.9994
Decision Tree-Logistic-Perceptron-Extra Trees,4,Australian,0.15942028985507245,15.802399999999997
Decision Tree-Logistic-Perceptron-Extra Trees-Gradient Boosting,5,Australian,0.1463768115942029,16.9948
Decision Tree-Logistic-Perceptron-Extra Trees-Random Forest (10 estimators),5,Australian,0.13768115942028986,17.0055
Decision Tree-Logistic-Perceptron-Gradient Boosting,4,Australian,0.15942028985507248,3.4012000000000007
Decision Tree-Logistic-Perceptron-Linear Discriminant,4,Australian,0.16231884057971016,3.2099
Decision Tree-Logistic-Perceptron-Linear Discriminant-BernoulliNB,5,Australian,0.13768115942028986,2.9170000000000003
Decision Tree-Logistic-Perceptron-Linear Discriminant-Extra Trees,5,Australian,0.14347826086956522,15.1996
Decision Tree-Logistic-Perceptron-Linear Discriminant-Gradient Boosting,5,Australian,0.14782608695652172,3.3993
Decision Tree-Logistic-Perceptron-Linear Discriminant-MultinomialNB,5,Australian,0.16666666666666669,2.9829
Decision Tree-Logistic-Perceptron-Linear Discriminant-Nearest Neighbors,5,Australian,0.16231884057971013,6.1000000000000005
Decision Tree-Logistic-Perceptron-Linear Discriminant-Quadratic Discriminant,5,Australian,0.163768115942029,3.0942
Decision Tree-Logistic-Perceptron-Linear Discriminant-Random Forest (10 estimators),5,Australian,0.14057971014492754,4.1005
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron,4,Australian,0.15942028985507248,3.0019
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-BernoulliNB,5,Australian,0.15362318840579708,3.2993
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-Extra Trees,5,Australian,0.15507246376811595,14.395399999999999
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-Gradient Boosting,5,Australian,0.1579710144927536,3.1063
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-Linear Discriminant,5,Australian,0.1565217391304348,3.299699999999999
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-MultinomialNB,5,Australian,0.163768115942029,3.3003
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-Nearest Neighbors,5,Australian,0.16666666666666669,6.404599999999999
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-Quadratic Discriminant,5,Australian,0.16086956521739132,3.1007000000000007
Decision Tree-Logistic-Perceptron-Multi-layer Perceptron-Random Forest (10 estimators),5,Australian,0.15797101449275364,3.9997999999999996
Decision Tree-Logistic-Perceptron-MultinomialNB,4,Australian,0.17681159420289855,2.4997
Decision Tree-Logistic-Perceptron-MultinomialNB-Extra Trees,5,Australian,0.16666666666666666,15.899600000000001
Decision Tree-Logistic-Perceptron-MultinomialNB-Gradient Boosting,5,Australian,0.16376811594202897,3.2996000000000003
Decision Tree-Logistic-Perceptron-MultinomialNB-Nearest Neighbors,5,Australian,0.19565217391304351,6.8869
Decision Tree-Logistic-Perceptron-MultinomialNB-Random Forest (10 estimators),5,Australian,0.16666666666666666,3.9002000000000003
Decision Tree-Logistic-Perceptron-Nearest Neighbors,4,Australian,0.17681159420289855,6.3102
Decision Tree-Logistic-Perceptron-Nearest Neighbors-Extra Trees,5,Australian,0.1565217391304348,19.6997
Decision Tree-Logistic-Perceptron-Nearest Neighbors-Gradient Boosting,5,Australian,0.16086956521739132,6.6762
Decision Tree-Logistic-Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,Australian,0.15942028985507245,8.5241
Decision Tree-Logistic-Perceptron-Quadratic Discriminant,4,Australian,0.20724637681159425,2.6005
Decision Tree-Logistic-Perceptron-Quadratic Discriminant-BernoulliNB,5,Australian,0.15942028985507245,3.1007000000000002
Decision Tree-Logistic-Perceptron-Quadratic Discriminant-Extra Trees,5,Australian,0.16086956521739132,15.102499999999997
Decision Tree-Logistic-Perceptron-Quadratic Discriminant-Gradient Boosting,5,Australian,0.16086956521739132,2.8895
Decision Tree-Logistic-Perceptron-Quadratic Discriminant-MultinomialNB,5,Australian,0.17391304347826086,3.0
Decision Tree-Logistic-Perceptron-Quadratic Discriminant-Nearest Neighbors,5,Australian,0.17246376811594205,6.5996
Decision Tree-Logistic-Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,Australian,0.16376811594202897,4.207600000000001
Decision Tree-Logistic-Perceptron-Random Forest (10 estimators),4,Australian,0.16231884057971013,3.8123999999999993
Decision Tree-Logistic-Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.14347826086956522,5.0002
Decision Tree-Logistic-Perceptron-Ridge,4,Australian,0.16231884057971016,2.1988000000000003
Decision Tree-Logistic-Perceptron-Ridge-BernoulliNB,5,Australian,0.13768115942028986,3.0003
Decision Tree-Logistic-Perceptron-Ridge-Extra Trees,5,Australian,0.14347826086956522,16.6002
Decision Tree-Logistic-Perceptron-Ridge-Gradient Boosting,5,Australian,0.14782608695652172,3.8783000000000003
Decision Tree-Logistic-Perceptron-Ridge-Linear Discriminant,5,Australian,0.14492753623188406,2.7004
Decision Tree-Logistic-Perceptron-Ridge-Multi-layer Perceptron,5,Australian,0.1565217391304348,2.4948
Decision Tree-Logistic-Perceptron-Ridge-MultinomialNB,5,Australian,0.16521739130434782,2.9997
Decision Tree-Logistic-Perceptron-Ridge-Nearest Neighbors,5,Australian,0.16231884057971013,6.000100000000001
Decision Tree-Logistic-Perceptron-Ridge-Quadratic Discriminant,5,Australian,0.16231884057971016,2.5995
Decision Tree-Logistic-Perceptron-Ridge-Random Forest (10 estimators),5,Australian,0.14057971014492754,4.522899999999999
Decision Tree-Logistic-Perceptron-Ridge-SGD,5,Australian,0.14782608695652172,3.2045000000000003
Decision Tree-Logistic-Perceptron-SGD,4,Australian,0.16231884057971013,2.9007
Decision Tree-Logistic-Perceptron-SGD-BernoulliNB,5,Australian,0.14492753623188404,2.9003000000000005
Decision Tree-Logistic-Perceptron-SGD-Extra Trees,5,Australian,0.14492753623188406,15.999799999999999
Decision Tree-Logistic-Perceptron-SGD-Gradient Boosting,5,Australian,0.14927536231884056,2.9
Decision Tree-Logistic-Perceptron-SGD-Linear Discriminant,5,Australian,0.1492753623188406,2.8001
Decision Tree-Logistic-Perceptron-SGD-Multi-layer Perceptron,5,Australian,0.1579710144927536,3.0987
Decision Tree-Logistic-Perceptron-SGD-MultinomialNB,5,Australian,0.17971014492753623,3.006
Decision Tree-Logistic-Perceptron-SGD-Nearest Neighbors,5,Australian,0.1753623188405797,7.395599999999999
Decision Tree-Logistic-Perceptron-SGD-Quadratic Discriminant,5,Australian,0.16086956521739132,2.6996
Decision Tree-Logistic-Perceptron-SGD-Random Forest (10 estimators),5,Australian,0.15217391304347827,4.6985
Decision Tree-Logistic-Quadratic Discriminant,3,Australian,0.16956521739130434,2.5054000000000003
Decision Tree-Logistic-Quadratic Discriminant-BernoulliNB,4,Australian,0.17101449275362318,2.7
Decision Tree-Logistic-Quadratic Discriminant-BernoulliNB-Extra Trees,5,Australian,0.14492753623188406,16.399900000000002
Decision Tree-Logistic-Quadratic Discriminant-BernoulliNB-Gradient Boosting,5,Australian,0.14782608695652175,3.9996
Decision Tree-Logistic-Quadratic Discriminant-BernoulliNB-MultinomialNB,5,Australian,0.15942028985507245,3.2983000000000002
Decision Tree-Logistic-Quadratic Discriminant-BernoulliNB-Nearest Neighbors,5,Australian,0.15652173913043477,6.8055
Decision Tree-Logistic-Quadratic Discriminant-BernoulliNB-Random Forest (10 estimators),5,Australian,0.1492753623188406,4.794700000000001
Decision Tree-Logistic-Quadratic Discriminant-Extra Trees,4,Australian,0.16521739130434782,16.2994
Decision Tree-Logistic-Quadratic Discriminant-Extra Trees-Gradient Boosting,5,Australian,0.14782608695652175,18.491899999999998
Decision Tree-Logistic-Quadratic Discriminant-Extra Trees-Random Forest (10 estimators),5,Australian,0.13768115942028986,18.608600000000003
Decision Tree-Logistic-Quadratic Discriminant-Gradient Boosting,4,Australian,0.16666666666666669,3.0008000000000004
Decision Tree-Logistic-Quadratic Discriminant-MultinomialNB,4,Australian,0.1898550724637681,3.0001
Decision Tree-Logistic-Quadratic Discriminant-MultinomialNB-Extra Trees,5,Australian,0.15942028985507245,18.487299999999998
Decision Tree-Logistic-Quadratic Discriminant-MultinomialNB-Gradient Boosting,5,Australian,0.163768115942029,3.6999000000000004
Decision Tree-Logistic-Quadratic Discriminant-MultinomialNB-Nearest Neighbors,5,Australian,0.18840579710144928,8.1127
Decision Tree-Logistic-Quadratic Discriminant-MultinomialNB-Random Forest (10 estimators),5,Australian,0.15217391304347827,5.100599999999999
Decision Tree-Logistic-Quadratic Discriminant-Nearest Neighbors,4,Australian,0.227536231884058,7.5006
Decision Tree-Logistic-Quadratic Discriminant-Nearest Neighbors-Extra Trees,5,Australian,0.15217391304347827,20.3017
Decision Tree-Logistic-Quadratic Discriminant-Nearest Neighbors-Gradient Boosting,5,Australian,0.1536231884057971,10.0995
Decision Tree-Logistic-Quadratic Discriminant-Nearest Neighbors-Random Forest (10 estimators),5,Australian,0.14782608695652172,10.6983
Decision Tree-Logistic-Quadratic Discriminant-Random Forest (10 estimators),4,Australian,0.16231884057971016,4.6
Decision Tree-Logistic-Quadratic Discriminant-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.14347826086956522,4.9101
Decision Tree-Logistic-Random Forest (10 estimators),3,Australian,0.1492753623188406,4.0006
Decision Tree-Logistic-Random Forest (10 estimators)-Gradient Boosting,4,Australian,0.14347826086956522,4.899800000000001
Decision Tree-Logistic-Ridge,3,Australian,0.14637681159420288,3.1885000000000003
Decision Tree-Logistic-Ridge-BernoulliNB,4,Australian,0.14057971014492754,2.4989999999999997
Decision Tree-Logistic-Ridge-BernoulliNB-Extra Trees,5,Australian,0.14057971014492754,16.7999
Decision Tree-Logistic-Ridge-BernoulliNB-Gradient Boosting,5,Australian,0.1420289855072464,3.1002
Decision Tree-Logistic-Ridge-BernoulliNB-MultinomialNB,5,Australian,0.1391304347826087,2.9989
Decision Tree-Logistic-Ridge-BernoulliNB-Nearest Neighbors,5,Australian,0.14347826086956522,6.9007000000000005
Decision Tree-Logistic-Ridge-BernoulliNB-Random Forest (10 estimators),5,Australian,0.1391304347826087,4.4003
Decision Tree-Logistic-Ridge-Extra Trees,4,Australian,0.14492753623188404,15.7924
Decision Tree-Logistic-Ridge-Extra Trees-Gradient Boosting,5,Australian,0.14202898550724635,16.4004
Decision Tree-Logistic-Ridge-Extra Trees-Random Forest (10 estimators),5,Australian,0.14347826086956522,17.0005
Decision Tree-Logistic-Ridge-Gradient Boosting,4,Australian,0.14782608695652172,2.8996000000000004
Decision Tree-Logistic-Ridge-Linear Discriminant,4,Australian,0.14637681159420288,2.7035
Decision Tree-Logistic-Ridge-Linear Discriminant-BernoulliNB,5,Australian,0.14202898550724638,3.1001000000000003
Decision Tree-Logistic-Ridge-Linear Discriminant-Extra Trees,5,Australian,0.14492753623188404,14.799599999999998
Decision Tree-Logistic-Ridge-Linear Discriminant-Gradient Boosting,5,Australian,0.14347826086956522,3.2998999999999996
Decision Tree-Logistic-Ridge-Linear Discriminant-MultinomialNB,5,Australian,0.14492753623188406,3.0995
Decision Tree-Logistic-Ridge-Linear Discriminant-Nearest Neighbors,5,Australian,0.1492753623188406,7.0005
Decision Tree-Logistic-Ridge-Linear Discriminant-Quadratic Discriminant,5,Australian,0.14782608695652172,3.0998000000000006
Decision Tree-Logistic-Ridge-Linear Discriminant-Random Forest (10 estimators),5,Australian,0.1434782608695652,4.1019
Decision Tree-Logistic-Ridge-Multi-layer Perceptron,4,Australian,0.1492753623188406,2.9005
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-BernoulliNB,5,Australian,0.1449275362318841,3.3998
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-Extra Trees,5,Australian,0.1434782608695652,16.499299999999998
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-Gradient Boosting,5,Australian,0.15217391304347822,3.4998000000000005
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-Linear Discriminant,5,Australian,0.14202898550724635,2.8000000000000003
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-MultinomialNB,5,Australian,0.15362318840579708,3.3
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-Nearest Neighbors,5,Australian,0.15217391304347827,6.4004
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-Quadratic Discriminant,5,Australian,0.14782608695652172,3.5003
Decision Tree-Logistic-Ridge-Multi-layer Perceptron-Random Forest (10 estimators),5,Australian,0.14782608695652175,4.8004
Decision Tree-Logistic-Ridge-MultinomialNB,4,Australian,0.16231884057971016,2.9005
Decision Tree-Logistic-Ridge-MultinomialNB-Extra Trees,5,Australian,0.14492753623188404,16.701
Decision Tree-Logistic-Ridge-MultinomialNB-Gradient Boosting,5,Australian,0.14782608695652172,3.5002000000000004
Decision Tree-Logistic-Ridge-MultinomialNB-Nearest Neighbors,5,Australian,0.15507246376811595,6.898599999999999
Decision Tree-Logistic-Ridge-MultinomialNB-Random Forest (10 estimators),5,Australian,0.15072463768115943,4.5992999999999995
Decision Tree-Logistic-Ridge-Nearest Neighbors,4,Australian,0.1565217391304348,6.3078
Decision Tree-Logistic-Ridge-Nearest Neighbors-Extra Trees,5,Australian,0.1434782608695652,19.3008
Decision Tree-Logistic-Ridge-Nearest Neighbors-Gradient Boosting,5,Australian,0.1492753623188406,6.9998000000000005
Decision Tree-Logistic-Ridge-Nearest Neighbors-Random Forest (10 estimators),5,Australian,0.1492753623188406,8.398900000000001
Decision Tree-Logistic-Ridge-Quadratic Discriminant,4,Australian,0.16956521739130434,2.8006
Decision Tree-Logistic-Ridge-Quadratic Discriminant-BernoulliNB,5,Australian,0.14057971014492754,3.2984999999999998
Decision Tree-Logistic-Ridge-Quadratic Discriminant-Extra Trees,5,Australian,0.1434782608695652,16.201100000000004
Decision Tree-Logistic-Ridge-Quadratic Discriminant-Gradient Boosting,5,Australian,0.14637681159420288,4.600599999999999
Decision Tree-Logistic-Ridge-Quadratic Discriminant-MultinomialNB,5,Australian,0.16086956521739132,2.7
Decision Tree-Logistic-Ridge-Quadratic Discriminant-Nearest Neighbors,5,Australian,0.1536231884057971,6.799999999999999
Decision Tree-Logistic-Ridge-Quadratic Discriminant-Random Forest (10 estimators),5,Australian,0.14782608695652175,5.8993
Decision Tree-Logistic-Ridge-Random Forest (10 estimators),4,Australian,0.1492753623188406,4.8009
Decision Tree-Logistic-Ridge-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.15072463768115943,5.2004
Decision Tree-Logistic-Ridge-SGD,4,Australian,0.14347826086956522,2.5985
Decision Tree-Logistic-Ridge-SGD-BernoulliNB,5,Australian,0.1347826086956522,3.0928000000000004
Decision Tree-Logistic-Ridge-SGD-Extra Trees,5,Australian,0.14637681159420288,16.299599999999998
Decision Tree-Logistic-Ridge-SGD-Gradient Boosting,5,Australian,0.14782608695652172,3.6001
Decision Tree-Logistic-Ridge-SGD-Linear Discriminant,5,Australian,0.14347826086956522,2.8003
Decision Tree-Logistic-Ridge-SGD-Multi-layer Perceptron,5,Australian,0.14347826086956522,2.9997
Decision Tree-Logistic-Ridge-SGD-MultinomialNB,5,Australian,0.14492753623188406,3.2
Decision Tree-Logistic-Ridge-SGD-Nearest Neighbors,5,Australian,0.1449275362318841,7.0999
Decision Tree-Logistic-Ridge-SGD-Quadratic Discriminant,5,Australian,0.14492753623188406,2.9075
Decision Tree-Logistic-Ridge-SGD-Random Forest (10 estimators),5,Australian,0.14347826086956522,4.4997
Decision Tree-Logistic-SGD,3,Australian,0.15942028985507248,2.4995000000000003
Decision Tree-Logistic-SGD-BernoulliNB,4,Australian,0.14347826086956522,2.9001
Decision Tree-Logistic-SGD-BernoulliNB-Extra Trees,5,Australian,0.1405797101449275,16.800700000000003
Decision Tree-Logistic-SGD-BernoulliNB-Gradient Boosting,5,Australian,0.14202898550724638,3.8010000000000006
Decision Tree-Logistic-SGD-BernoulliNB-MultinomialNB,5,Australian,0.1405797101449275,2.9995000000000003
Decision Tree-Logistic-SGD-BernoulliNB-Nearest Neighbors,5,Australian,0.14202898550724638,6.6004000000000005
Decision Tree-Logistic-SGD-BernoulliNB-Random Forest (10 estimators),5,Australian,0.13768115942028986,4.799300000000001
Decision Tree-Logistic-SGD-Extra Trees,4,Australian,0.1391304347826087,14.6993
Decision Tree-Logistic-SGD-Extra Trees-Gradient Boosting,5,Australian,0.1492753623188406,17.3001
Decision Tree-Logistic-SGD-Extra Trees-Random Forest (10 estimators),5,Australian,0.13478260869565217,19.8003
Decision Tree-Logistic-SGD-Gradient Boosting,4,Australian,0.14637681159420288,3.3997
Decision Tree-Logistic-SGD-Linear Discriminant,4,Australian,0.14347826086956522,2.3986
Decision Tree-Logistic-SGD-Linear Discriminant-BernoulliNB,5,Australian,0.1347826086956522,2.4994000000000005
Decision Tree-Logistic-SGD-Linear Discriminant-Extra Trees,5,Australian,0.14637681159420288,16.000700000000002
Decision Tree-Logistic-SGD-Linear Discriminant-Gradient Boosting,5,Australian,0.14782608695652172,2.9056999999999995
Decision Tree-Logistic-SGD-Linear Discriminant-MultinomialNB,5,Australian,0.14637681159420288,2.5006
Decision Tree-Logistic-SGD-Linear Discriminant-Nearest Neighbors,5,Australian,0.1449275362318841,6.099799999999999
Decision Tree-Logistic-SGD-Linear Discriminant-Quadratic Discriminant,5,Australian,0.1463768115942029,2.6997999999999998
Decision Tree-Logistic-SGD-Linear Discriminant-Random Forest (10 estimators),5,Australian,0.14347826086956522,4.6068
Decision Tree-Logistic-SGD-Multi-layer Perceptron,4,Australian,0.15072463768115943,2.401
Decision Tree-Logistic-SGD-Multi-layer Perceptron-BernoulliNB,5,Australian,0.13768115942028983,2.8001000000000005
Decision Tree-Logistic-SGD-Multi-layer Perceptron-Extra Trees,5,Australian,0.14782608695652175,15.098600000000001
Decision Tree-Logistic-SGD-Multi-layer Perceptron-Gradient Boosting,5,Australian,0.1463768115942029,3.5000999999999998
Decision Tree-Logistic-SGD-Multi-layer Perceptron-Linear Discriminant,5,Australian,0.14347826086956522,2.8995
Decision Tree-Logistic-SGD-Multi-layer Perceptron-MultinomialNB,5,Australian,0.16086956521739132,2.4996
Decision Tree-Logistic-SGD-Multi-layer Perceptron-Nearest Neighbors,5,Australian,0.15217391304347824,6.2014000000000005
Decision Tree-Logistic-SGD-Multi-layer Perceptron-Quadratic Discriminant,5,Australian,0.15217391304347824,2.9996
Decision Tree-Logistic-SGD-Multi-layer Perceptron-Random Forest (10 estimators),5,Australian,0.1391304347826087,4.5002
Decision Tree-Logistic-SGD-MultinomialNB,4,Australian,0.17101449275362318,2.2996
Decision Tree-Logistic-SGD-MultinomialNB-Extra Trees,5,Australian,0.14492753623188406,16.6006
Decision Tree-Logistic-SGD-MultinomialNB-Gradient Boosting,5,Australian,0.1463768115942029,3.4998999999999993
Decision Tree-Logistic-SGD-MultinomialNB-Nearest Neighbors,5,Australian,0.18115942028985507,6.8985
Decision Tree-Logistic-SGD-MultinomialNB-Random Forest (10 estimators),5,Australian,0.14782608695652175,5.100000000000001
Decision Tree-Logistic-SGD-Nearest Neighbors,4,Australian,0.17246376811594202,6.400399999999999
Decision Tree-Logistic-SGD-Nearest Neighbors-Extra Trees,5,Australian,0.14347826086956522,21.600199999999997
Decision Tree-Logistic-SGD-Nearest Neighbors-Gradient Boosting,5,Australian,0.14782608695652175,7.3869
Decision Tree-Logistic-SGD-Nearest Neighbors-Random Forest (10 estimators),5,Australian,0.14347826086956522,9.113
Decision Tree-Logistic-SGD-Quadratic Discriminant,4,Australian,0.1869565217391304,2.5999000000000003
Decision Tree-Logistic-SGD-Quadratic Discriminant-BernoulliNB,5,Australian,0.14347826086956522,3.1871
Decision Tree-Logistic-SGD-Quadratic Discriminant-Extra Trees,5,Australian,0.14057971014492754,15.497599999999997
Decision Tree-Logistic-SGD-Quadratic Discriminant-Gradient Boosting,5,Australian,0.14782608695652172,3.6994999999999996
Decision Tree-Logistic-SGD-Quadratic Discriminant-MultinomialNB,5,Australian,0.16666666666666669,2.9002000000000003
Decision Tree-Logistic-SGD-Quadratic Discriminant-Nearest Neighbors,5,Australian,0.16666666666666663,6.301599999999999
Decision Tree-Logistic-SGD-Quadratic Discriminant-Random Forest (10 estimators),5,Australian,0.13913043478260873,4.501399999999999
Decision Tree-Logistic-SGD-Random Forest (10 estimators),4,Australian,0.13768115942028986,4.101100000000001
Decision Tree-Logistic-SGD-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.14347826086956522,5.399500000000001
Decision Tree-Multi-layer Perceptron,2,Australian,0.17971014492753623,2.1997999999999998
Decision Tree-Multi-layer Perceptron-BernoulliNB,3,Australian,0.1492753623188406,3.0993999999999997
Decision Tree-Multi-layer Perceptron-BernoulliNB-Extra Trees,4,Australian,0.14347826086956522,16.4999
Decision Tree-Multi-layer Perceptron-BernoulliNB-Extra Trees-Gradient Boosting,5,Australian,0.14202898550724638,17.892400000000002
Decision Tree-Multi-layer Perceptron-BernoulliNB-Extra Trees-Random Forest (10 estimators),5,Australian,0.136231884057971,20.7075
Decision Tree-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,4,Australian,0.14782608695652172,3.7996000000000003
Decision Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB,4,Australian,0.1579710144927536,2.8994
Decision Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB-Extra Trees,5,Australian,0.1463768115942029,17.799100000000003
Decision Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB-Gradient Boosting,5,Australian,0.1507246376811594,3.6008999999999993
Decision Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB-Nearest Neighbors,5,Australian,0.1681159420289855,8.1008
Decision Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB-Random Forest (10 estimators),5,Australian,0.1463768115942029,4.2002
Decision Tree-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,4,Australian,0.16086956521739132,7.100199999999998
Decision Tree-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors-Extra Trees,5,Australian,0.1391304347826087,19.8984
Decision Tree-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors-Gradient Boosting,5,Australian,0.14202898550724635,7.1928
Decision Tree-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors-Random Forest (10 estimators),5,Australian,0.13623188405797101,9.0075
Decision Tree-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),4,Australian,0.14202898550724635,4.6011
Decision Tree-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.14202898550724638,6.400200000000001
Decision Tree-Multi-layer Perceptron-Extra Trees,3,Australian,0.15217391304347827,16.103099999999994
Decision Tree-Multi-layer Perceptron-Extra Trees-Gradient Boosting,4,Australian,0.14492753623188406,16.1997
Decision Tree-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),4,Australian,0.14202898550724638,16.5997
Decision Tree-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators)-Gradient Boosting,5,Australian,0.14057971014492754,20.2923
Decision Tree-Multi-layer Perceptron-Gradient Boosting,3,Australian,0.1492753623188406,2.9000999999999997
Decision Tree-Multi-layer Perceptron-Linear Discriminant,3,Australian,0.14347826086956522,2.3998999999999997
Decision Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB,4,Australian,0.1492753623188406,3.2993
Decision Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Extra Trees,5,Australian,0.14347826086956522,19.4006
Decision Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Gradient Boosting,5,Australian,0.14347826086956522,4.0995
Decision Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-MultinomialNB,5,Australian,0.15072463768115943,3.1002
Decision Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Nearest Neighbors,5,Australian,0.1492753623188406,6.6003
Decision Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB-Random Forest (10 estimators),5,Australian,0.14202898550724638,5.700699999999999
