ensembleDescription,k,dataset,errorRate,timeTaken
Decision Tree-Extra Tree-Multi-layer Perceptron,3,credit-g,0.31399999999999995,3.594
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB,4,credit-g,0.317,3.6049000000000007
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Extra Trees,5,credit-g,0.25,18.9758
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Gradient Boosting,5,credit-g,0.254,4.6659999999999995
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-MultinomialNB,5,credit-g,0.28300000000000003,5.014
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Nearest Neighbors,5,credit-g,0.269,10.7992
Decision Tree-Extra Tree-Multi-layer Perceptron-BernoulliNB-Random Forest (10 estimators),5,credit-g,0.24800000000000005,5.344200000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-Extra Trees,4,credit-g,0.308,17.5675
Decision Tree-Extra Tree-Multi-layer Perceptron-Extra Trees-Gradient Boosting,5,credit-g,0.23399999999999999,17.028799999999997
Decision Tree-Extra Tree-Multi-layer Perceptron-Extra Trees-Random Forest (10 estimators),5,credit-g,0.23600000000000004,18.733700000000002
Decision Tree-Extra Tree-Multi-layer Perceptron-Gradient Boosting,4,credit-g,0.307,4.676
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant,4,credit-g,0.315,3.3012
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-BernoulliNB,5,credit-g,0.262,4.0869
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Extra Trees,5,credit-g,0.23700000000000002,16.9165
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Gradient Boosting,5,credit-g,0.244,4.1152
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-MultinomialNB,5,credit-g,0.281,3.8080000000000007
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Nearest Neighbors,5,credit-g,0.26599999999999996,9.0004
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Quadratic Discriminant,5,credit-g,0.259,4.607000000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-Linear Discriminant-Random Forest (10 estimators),5,credit-g,0.242,5.492000000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB,4,credit-g,0.36,4.0016
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Extra Trees,5,credit-g,0.275,19.065199999999997
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Gradient Boosting,5,credit-g,0.2760000000000001,4.0036000000000005
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Nearest Neighbors,5,credit-g,0.301,9.5
Decision Tree-Extra Tree-Multi-layer Perceptron-MultinomialNB-Random Forest (10 estimators),5,credit-g,0.28200000000000003,5.188600000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors,4,credit-g,0.32699999999999996,8.9914
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors-Extra Trees,5,credit-g,0.257,23.9452
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors-Gradient Boosting,5,credit-g,0.265,9.0048
Decision Tree-Extra Tree-Multi-layer Perceptron-Nearest Neighbors-Random Forest (10 estimators),5,credit-g,0.262,11.4228
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant,4,credit-g,0.32199999999999995,3.9091
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-BernoulliNB,5,credit-g,0.259,4.206799999999999
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Extra Trees,5,credit-g,0.253,17.767899999999997
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Gradient Boosting,5,credit-g,0.257,4.756399999999999
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-MultinomialNB,5,credit-g,0.297,3.6054000000000004
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Nearest Neighbors,5,credit-g,0.279,8.639100000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-Quadratic Discriminant-Random Forest (10 estimators),5,credit-g,0.259,5.786
Decision Tree-Extra Tree-Multi-layer Perceptron-Random Forest (10 estimators),4,credit-g,0.312,6.700100000000001
Decision Tree-Extra Tree-Multi-layer Perceptron-Random Forest (10 estimators)-Gradient Boosting,5,credit-g,0.23700000000000002,5.7486
Decision Tree-Extra Tree-MultinomialNB,3,credit-g,0.32,3.4671
Decision Tree-Extra Tree-MultinomialNB-Extra Trees,4,credit-g,0.30900000000000005,14.659
Decision Tree-Extra Tree-MultinomialNB-Extra Trees-Gradient Boosting,5,credit-g,0.24500000000000002,17.4406
Decision Tree-Extra Tree-MultinomialNB-Extra Trees-Random Forest (10 estimators),5,credit-g,0.244,19.393700000000003
Decision Tree-Extra Tree-MultinomialNB-Gradient Boosting,4,credit-g,0.304,4.4004
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors,4,credit-g,0.331,8.5578
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors-Extra Trees,5,credit-g,0.26800000000000007,23.197800000000004
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors-Gradient Boosting,5,credit-g,0.276,9.437
Decision Tree-Extra Tree-MultinomialNB-Nearest Neighbors-Random Forest (10 estimators),5,credit-g,0.276,10.4959
Decision Tree-Extra Tree-MultinomialNB-Random Forest (10 estimators),4,credit-g,0.3,5.0227
Decision Tree-Extra Tree-MultinomialNB-Random Forest (10 estimators)-Gradient Boosting,5,credit-g,0.242,5.407000000000001
Decision Tree-Extra Tree-Nearest Neighbors,3,credit-g,0.3,8.3032
Decision Tree-Extra Tree-Nearest Neighbors-Extra Trees,4,credit-g,0.28,24.5483
